system:index,elevation,latitude,longitude,.geo
3629,19,16.46261491,80.67564029,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.67564028700195,16.462614907573197]}"
3630,18,16.46261491,80.67590978,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.67590978158722,16.462614907573197]}"
3631,16,16.46261491,80.67617928,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.67617927617243,16.462614907573197]}"
3632,15,16.46261491,80.67644877,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.6764487707577,16.462614907573197]}"
3633,16,16.46261491,80.67671827,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.67671826534291,16.462614907573197]}"
3634,14,16.46261491,80.67698776,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.67698775992812,16.462614907573197]}"
3635,15,16.46261491,80.67725725,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.67725725451339,16.462614907573197]}"
3636,18,16.46261491,80.67752675,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.6775267490986,16.462614907573197]}"
3637,19,16.46261491,80.67779624,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.67779624368387,16.462614907573197]}"
3638,16,16.46261491,80.67806574,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.67806573826908,16.462614907573197]}"
3639,17,16.46261491,80.67833523,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.67833523285435,16.462614907573197]}"
3640,18,16.46261491,80.67860473,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.67860472743956,16.462614907573197]}"
3641,19,16.46261491,80.67887422,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.67887422202477,16.462614907573197]}"
3642,20,16.46261491,80.67914372,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.67914371661004,16.462614907573197]}"
3643,19,16.46261491,80.67941321,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.67941321119525,16.462614907573197]}"
3644,20,16.46261491,80.67968271,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.67968270578052,16.462614907573197]}"
3645,19,16.46261491,80.6799522,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.67995220036573,16.462614907573197]}"
3646,18,16.46261491,80.68022169,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.680221694951,16.462614907573197]}"
3647,17,16.46261491,80.68049119,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68049118953621,16.462614907573197]}"
3648,18,16.46261491,80.68076068,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68076068412148,16.462614907573197]}"
3649,20,16.46261491,80.68103018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68103017870669,16.462614907573197]}"
3650,19,16.46261491,80.68129967,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.6812996732919,16.462614907573197]}"
3651,18,16.46261491,80.68156917,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68156916787717,16.462614907573197]}"
3652,19,16.46261491,80.68183866,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68183866246238,16.462614907573197]}"
3653,20,16.46261491,80.68210816,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68210815704765,16.462614907573197]}"
3654,19,16.46261491,80.68237765,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68237765163286,16.462614907573197]}"
3655,18,16.46261491,80.68264715,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68264714621813,16.462614907573197]}"
3656,19,16.46261491,80.68291664,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68291664080334,16.462614907573197]}"
3657,17,16.46261491,80.68318614,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68318613538855,16.462614907573197]}"
3658,18,16.46261491,80.68345563,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68345562997382,16.462614907573197]}"
3659,19,16.46261491,80.68372512,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68372512455903,16.462614907573197]}"
3660,18,16.46261491,80.68399462,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.6839946191443,16.462614907573197]}"
3661,19,16.46261491,80.68426411,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68426411372951,16.462614907573197]}"
3662,17,16.46261491,80.68453361,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68453360831478,16.462614907573197]}"
3663,18,16.46261491,80.6848031,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68480310289999,16.462614907573197]}"
3664,16,16.46261491,80.6850726,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.6850725974852,16.462614907573197]}"
3665,17,16.46261491,80.68534209,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68534209207047,16.462614907573197]}"
3666,18,16.46261491,80.68561159,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68561158665568,16.462614907573197]}"
3667,19,16.46261491,80.68588108,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68588108124095,16.462614907573197]}"
3668,18,16.46261491,80.68615058,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68615057582616,16.462614907573197]}"
3669,19,16.46261491,80.68642007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68642007041143,16.462614907573197]}"
3670,20,16.46261491,80.68668956,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68668956499664,16.462614907573197]}"
3671,19,16.46261491,80.68695906,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68695905958185,16.462614907573197]}"
3672,20,16.46261491,80.68722855,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68722855416712,16.462614907573197]}"
3673,18,16.46261491,80.68749805,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68749804875233,16.462614907573197]}"
3674,19,16.46261491,80.68776754,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.6877675433376,16.462614907573197]}"
3675,18,16.46261491,80.68803704,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68803703792281,16.462614907573197]}"
3676,19,16.46261491,80.68830653,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68830653250808,16.462614907573197]}"
3677,16,16.46261491,80.68857603,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68857602709329,16.462614907573197]}"
3678,17,16.46261491,80.68884552,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.6888455216785,16.462614907573197]}"
3679,18,16.46261491,80.68911502,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68911501626377,16.462614907573197]}"
3680,17,16.46261491,80.68938451,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68938451084898,16.462614907573197]}"
3681,18,16.46261491,80.68965401,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68965400543425,16.462614907573197]}"
3682,17,16.46261491,80.6899235,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68992350001946,16.462614907573197]}"
3683,18,16.46261491,80.69019299,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69019299460473,16.462614907573197]}"
3684,19,16.46261491,80.69046249,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69046248918994,16.462614907573197]}"
3685,17,16.46261491,80.69073198,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69073198377521,16.462614907573197]}"
3686,18,16.46261491,80.69100148,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69100147836042,16.462614907573197]}"
3687,16,16.46261491,80.69127097,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69127097294563,16.462614907573197]}"
3688,17,16.46261491,80.69154047,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.6915404675309,16.462614907573197]}"
3689,16,16.46261491,80.69180996,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69180996211611,16.462614907573197]}"
3690,17,16.46261491,80.69207946,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69207945670138,16.462614907573197]}"
3691,16,16.46261491,80.69234895,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69234895128659,16.462614907573197]}"
3692,17,16.46261491,80.69261845,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69261844587186,16.462614907573197]}"
3693,16,16.46261491,80.69288794,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69288794045707,16.462614907573197]}"
3694,18,16.46261491,80.69315744,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69315743504228,16.462614907573197]}"
3695,19,16.46261491,80.69342693,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69342692962755,16.462614907573197]}"
3696,18,16.46261491,80.69369642,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69369642421276,16.462614907573197]}"
3697,17,16.46261491,80.69396592,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69396591879803,16.462614907573197]}"
3698,18,16.46261491,80.69423541,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69423541338324,16.462614907573197]}"
3699,19,16.46261491,80.69450491,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69450490796851,16.462614907573197]}"
3700,20,16.46261491,80.6947744,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69477440255372,16.462614907573197]}"
3701,21,16.46261491,80.6950439,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69504389713893,16.462614907573197]}"
3702,20,16.46261491,80.69531339,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.6953133917242,16.462614907573197]}"
3703,19,16.46261491,80.69558289,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69558288630941,16.462614907573197]}"
3704,18,16.46261491,80.69585238,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69585238089468,16.462614907573197]}"
3705,17,16.46261491,80.69612188,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69612187547989,16.462614907573197]}"
3706,15,16.46261491,80.69639137,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69639137006516,16.462614907573197]}"
3707,16,16.46261491,80.69666086,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69666086465037,16.462614907573197]}"
3708,17,16.46261491,80.69693036,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69693035923558,16.462614907573197]}"
3709,18,16.46261491,80.69719985,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69719985382085,16.462614907573197]}"
3710,17,16.46261491,80.69746935,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69746934840606,16.462614907573197]}"
3711,18,16.46261491,80.69773884,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69773884299133,16.462614907573197]}"
3712,17,16.46261491,80.69800834,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69800833757654,16.462614907573197]}"
3713,18,16.46261491,80.69827783,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.6982778321618,16.462614907573197]}"
3714,17,16.46261491,80.69854733,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69854732674702,16.462614907573197]}"
3715,16,16.46261491,80.69881682,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69881682133223,16.462614907573197]}"
3716,17,16.46261491,80.69908632,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.6990863159175,16.462614907573197]}"
3717,18,16.46261491,80.69935581,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69935581050271,16.462614907573197]}"
3718,19,16.46261491,80.69962531,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69962530508798,16.462614907573197]}"
3719,17,16.46261491,80.6998948,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69989479967319,16.462614907573197]}"
3720,18,16.46261491,80.70016429,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.70016429425846,16.462614907573197]}"
3721,17,16.46261491,80.70043379,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.70043378884367,16.462614907573197]}"
3722,18,16.46261491,80.70070328,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.70070328342888,16.462614907573197]}"
3723,19,16.46261491,80.70097278,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.70097277801415,16.462614907573197]}"
3724,18,16.46261491,80.70124227,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.70124227259936,16.462614907573197]}"
3725,19,16.46261491,80.70151177,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.70151176718463,16.462614907573197]}"
3726,18,16.46261491,80.70178126,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.70178126176984,16.462614907573197]}"
3727,17,16.46261491,80.70205076,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.7020507563551,16.462614907573197]}"
3728,16,16.46261491,80.70232025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.70232025094032,16.462614907573197]}"
3729,19,16.46234541,80.67537079,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.67537079241674,16.462345412987965]}"
3730,20,16.46234541,80.67564029,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.67564028700195,16.462345412987965]}"
3731,19,16.46234541,80.67590978,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.67590978158722,16.462345412987965]}"
3732,17,16.46234541,80.67617928,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.67617927617243,16.462345412987965]}"
3733,16,16.46234541,80.67644877,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.6764487707577,16.462345412987965]}"
3734,17,16.46234541,80.67671827,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.67671826534291,16.462345412987965]}"
3735,18,16.46234541,80.67698776,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.67698775992812,16.462345412987965]}"
3736,19,16.46234541,80.67725725,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.67725725451339,16.462345412987965]}"
3737,20,16.46234541,80.67752675,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.6775267490986,16.462345412987965]}"
3738,19,16.46234541,80.67779624,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.67779624368387,16.462345412987965]}"
3739,18,16.46234541,80.67806574,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.67806573826908,16.462345412987965]}"
3740,17,16.46234541,80.67833523,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.67833523285435,16.462345412987965]}"
3741,18,16.46234541,80.67860473,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.67860472743956,16.462345412987965]}"
3742,19,16.46234541,80.67887422,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.67887422202477,16.462345412987965]}"
3743,20,16.46234541,80.67914372,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.67914371661004,16.462345412987965]}"
3744,18,16.46234541,80.67941321,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.67941321119525,16.462345412987965]}"
3745,19,16.46234541,80.67968271,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.67968270578052,16.462345412987965]}"
3746,18,16.46234541,80.6799522,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.67995220036573,16.462345412987965]}"
3747,19,16.46234541,80.68022169,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.680221694951,16.462345412987965]}"
3748,17,16.46234541,80.68049119,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68049118953621,16.462345412987965]}"
3749,20,16.46234541,80.68076068,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68076068412148,16.462345412987965]}"
3750,21,16.46234541,80.68103018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68103017870669,16.462345412987965]}"
3751,20,16.46234541,80.68129967,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.6812996732919,16.462345412987965]}"
3752,18,16.46234541,80.68156917,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68156916787717,16.462345412987965]}"
3753,19,16.46234541,80.68183866,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68183866246238,16.462345412987965]}"
3754,18,16.46234541,80.68210816,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68210815704765,16.462345412987965]}"
3755,19,16.46234541,80.68237765,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68237765163286,16.462345412987965]}"
3756,17,16.46234541,80.68264715,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68264714621813,16.462345412987965]}"
3757,18,16.46234541,80.68291664,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68291664080334,16.462345412987965]}"
3758,16,16.46234541,80.68318614,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68318613538855,16.462345412987965]}"
3759,17,16.46234541,80.68345563,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68345562997382,16.462345412987965]}"
3760,18,16.46234541,80.68372512,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68372512455903,16.462345412987965]}"
3761,19,16.46234541,80.68399462,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.6839946191443,16.462345412987965]}"
3762,18,16.46234541,80.68426411,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68426411372951,16.462345412987965]}"
3763,19,16.46234541,80.68453361,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68453360831478,16.462345412987965]}"
3764,17,16.46234541,80.6848031,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68480310289999,16.462345412987965]}"
3765,18,16.46234541,80.6850726,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.6850725974852,16.462345412987965]}"
3766,17,16.46234541,80.68534209,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68534209207047,16.462345412987965]}"
3767,18,16.46234541,80.68561159,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68561158665568,16.462345412987965]}"
3768,19,16.46234541,80.68588108,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68588108124095,16.462345412987965]}"
3769,18,16.46234541,80.68615058,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68615057582616,16.462345412987965]}"
3770,19,16.46234541,80.68642007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68642007041143,16.462345412987965]}"
3771,20,16.46234541,80.68668956,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68668956499664,16.462345412987965]}"
3772,21,16.46234541,80.68695906,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68695905958185,16.462345412987965]}"
3773,19,16.46234541,80.68722855,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68722855416712,16.462345412987965]}"
3774,20,16.46234541,80.68749805,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68749804875233,16.462345412987965]}"
3775,19,16.46234541,80.68776754,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.6877675433376,16.462345412987965]}"
3776,20,16.46234541,80.68803704,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68803703792281,16.462345412987965]}"
3777,17,16.46234541,80.68830653,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68830653250808,16.462345412987965]}"
3778,15,16.46234541,80.68857603,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68857602709329,16.462345412987965]}"
3779,16,16.46234541,80.68884552,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.6888455216785,16.462345412987965]}"
3780,17,16.46234541,80.68911502,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68911501626377,16.462345412987965]}"
3781,18,16.46234541,80.68938451,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68938451084898,16.462345412987965]}"
3782,17,16.46234541,80.68965401,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68965400543425,16.462345412987965]}"
3783,18,16.46234541,80.6899235,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.68992350001946,16.462345412987965]}"
3784,17,16.46234541,80.69019299,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69019299460473,16.462345412987965]}"
3785,18,16.46234541,80.69046249,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69046248918994,16.462345412987965]}"
3786,17,16.46234541,80.69073198,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69073198377521,16.462345412987965]}"
3787,16,16.46234541,80.69100148,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69100147836042,16.462345412987965]}"
3788,17,16.46234541,80.69127097,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69127097294563,16.462345412987965]}"
3789,18,16.46234541,80.69154047,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.6915404675309,16.462345412987965]}"
3790,17,16.46234541,80.69180996,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69180996211611,16.462345412987965]}"
3791,18,16.46234541,80.69207946,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69207945670138,16.462345412987965]}"
3792,17,16.46234541,80.69234895,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69234895128659,16.462345412987965]}"
3793,18,16.46234541,80.69261845,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69261844587186,16.462345412987965]}"
3794,16,16.46234541,80.69288794,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69288794045707,16.462345412987965]}"
3795,17,16.46234541,80.69315744,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69315743504228,16.462345412987965]}"
3796,18,16.46234541,80.69342693,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69342692962755,16.462345412987965]}"
3797,19,16.46234541,80.69369642,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69369642421276,16.462345412987965]}"
3798,18,16.46234541,80.69396592,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69396591879803,16.462345412987965]}"
3799,19,16.46234541,80.69423541,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69423541338324,16.462345412987965]}"
3800,18,16.46234541,80.69450491,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69450490796851,16.462345412987965]}"
3801,19,16.46234541,80.6947744,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69477440255372,16.462345412987965]}"
3802,20,16.46234541,80.6950439,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69504389713893,16.462345412987965]}"
3803,19,16.46234541,80.69531339,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.6953133917242,16.462345412987965]}"
3804,18,16.46234541,80.69558289,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69558288630941,16.462345412987965]}"
3805,17,16.46234541,80.69585238,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69585238089468,16.462345412987965]}"
3806,16,16.46234541,80.69612188,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69612187547989,16.462345412987965]}"
3807,17,16.46234541,80.69639137,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69639137006516,16.462345412987965]}"
3808,18,16.46234541,80.69666086,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69666086465037,16.462345412987965]}"
3809,19,16.46234541,80.69693036,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69693035923558,16.462345412987965]}"
3810,18,16.46234541,80.69719985,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69719985382085,16.462345412987965]}"
3811,17,16.46234541,80.69746935,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69746934840606,16.462345412987965]}"
3812,18,16.46234541,80.69773884,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69773884299133,16.462345412987965]}"
3813,17,16.46234541,80.69800834,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69800833757654,16.462345412987965]}"
3814,18,16.46234541,80.69827783,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.6982778321618,16.462345412987965]}"
3815,17,16.46234541,80.69854733,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69854732674702,16.462345412987965]}"
3816,18,16.46234541,80.69881682,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69881682133223,16.462345412987965]}"
3817,19,16.46234541,80.69908632,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.6990863159175,16.462345412987965]}"
3818,20,16.46234541,80.69935581,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69935581050271,16.462345412987965]}"
3819,18,16.46234541,80.69962531,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69962530508798,16.462345412987965]}"
3820,17,16.46234541,80.6998948,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69989479967319,16.462345412987965]}"
3821,16,16.46234541,80.70016429,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.70016429425846,16.462345412987965]}"
3822,15,16.46234541,80.70043379,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.70043378884367,16.462345412987965]}"
3823,16,16.46234541,80.70070328,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.70070328342888,16.462345412987965]}"
3824,17,16.46234541,80.70097278,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.70097277801415,16.462345412987965]}"
3825,18,16.46234541,80.70124227,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.70124227259936,16.462345412987965]}"
3826,17,16.46234541,80.70151177,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.70151176718463,16.462345412987965]}"
3827,18,16.46234541,80.70178126,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.70178126176984,16.462345412987965]}"
3828,17,16.46234541,80.70205076,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.7020507563551,16.462345412987965]}"
3829,16,16.46234541,80.70232025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.70232025094032,16.462345412987965]}"
3830,20,16.46207592,80.67537079,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.67537079241674,16.462075918402725]}"
3831,21,16.46207592,80.67564029,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.67564028700195,16.462075918402725]}"
3832,18,16.46207592,80.67590978,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.67590978158722,16.462075918402725]}"
3833,17,16.46207592,80.67617928,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.67617927617243,16.462075918402725]}"
3834,18,16.46207592,80.67644877,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.6764487707577,16.462075918402725]}"
3835,19,16.46207592,80.67671827,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.67671826534291,16.462075918402725]}"
3836,20,16.46207592,80.67698776,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.67698775992812,16.462075918402725]}"
3837,21,16.46207592,80.67725725,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.67725725451339,16.462075918402725]}"
3838,19,16.46207592,80.67752675,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.6775267490986,16.462075918402725]}"
3839,20,16.46207592,80.67779624,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.67779624368387,16.462075918402725]}"
3840,19,16.46207592,80.67806574,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.67806573826908,16.462075918402725]}"
3841,18,16.46207592,80.67833523,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.67833523285435,16.462075918402725]}"
3842,17,16.46207592,80.67860473,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.67860472743956,16.462075918402725]}"
3843,18,16.46207592,80.67887422,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.67887422202477,16.462075918402725]}"
3844,19,16.46207592,80.67914372,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.67914371661004,16.462075918402725]}"
3845,18,16.46207592,80.67941321,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.67941321119525,16.462075918402725]}"
3846,19,16.46207592,80.67968271,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.67968270578052,16.462075918402725]}"
